Accident_ID,Area,Date,Time,Vehicle_Type,Driver_Age,Cause,Injuries,Deaths,Weather
1029,Tambaram,2023-11-12 00:00:00,6:3,bike,30.0,Distracted Driving,1,0,Clear
1071,Chromepet,2023-09-07 00:00:00,14:22,CAR,30.0,overspeed,-1,0,RAINY
1092,Porur,09-10-2023,13:65,Car,45.0,,1,2,
1019,VELACHERY,2024-03-27 00:00:00,9:28,Truck,120.0,Distracted Driving,-1,2,Cloudy
1000,guindy,2023-10-13 00:00:00,12:14,CAR,15.0,,2,1,
1007,Porur,2022-08-20 00:00:00,18:10,Auto,120.0,,3,0,Clear
1093,Guindy,2023-02-13 00:00:00,22:39,Car,60.0,Distracted Driving,-1,2,RAINY
1042,Perungudi,2023-10-10 00:00:00,15:61,Bus,,Over Speed,0,0,
1087,,2023-04-23 00:00:00,15:15, truck,45.0,Over Speed,4,-1,
1057,guindy,2023-01-08 00:00:00,,Bus,45.0,,2,1,
1080,Velachery,2023-09-06 00:00:00,21:43,,22.0,,0,1,clear
1002,Velachery,2022-10-11 00:00:00,9:50,Auto,,Distracted Driving,3,1,RAINY
1034,VELACHERY,2022-05-28 00:00:00,12:10,bus ,45.0,,0,-1,
1058,,2024-04-06 00:00:00,16:38,CAR,,signal jump,0,2,Rainy
1076,Tambaram,2022-05-01 00:00:00,6:3,bus ,15.0,overspeed,1,0,
1010,Tambaram,2023-07-20 00:00:00,17:22,CAR,22.0,Signal Jump,0,3,
1079,T Nagar,2022-05-24 00:00:00,2:11,AUTO,15.0,Signal Jump,2,1,clear
1032,Anna Nagar,2023-01-22 00:00:00,,AUTO,30.0,Distracted Driving,4,0,Rainy
1069,guindy,2023-06-25 00:00:00,14:64,Truck,120.0,Signal Jump,4,0,clear
1091,Chromepet,21-02-2023,20:64,CAR,,Signal Jump,2,-1,Cloudy
1016,Perungudi,2023-11-22 00:00:00,20:53,,,Signal Jump,0,3,
1005,t nagar,2023-01-19 00:00:00,10:2,Car,120.0,Drunk Driving,-1,3,
1063,Chromepet,2022-07-02 00:00:00,,CAR,120.0,,4,3,Cloudy
1083,Anna Nagar,,11:55, truck,120.0,Signal Jump,5,-1,clear
1075,T Nagar,2023-12-30 00:00:00,25:43, truck,15.0,Drunk Driving,5,2,Rainy
1042,Guindy,2022-08-23 00:00:00,0:45,,15.0,,2,2,
1038,Porur,2023-10-28 00:00:00,6:69, truck,120.0,Over Speed,4,1,Cloudy
1057,Chromepet,2024-04-23 00:00:00,12:0,,45.0,Distracted Driving,3,-1,RAINY
1007,Anna Nagar,2022-02-23 00:00:00,6:54,Bike,,overspeed,1,-1,RAINY
1088,Perungudi,2023-02-20 00:00:00,10:39,Car,60.0,overspeed,1,2,Clear
1096,Perungudi,2024-01-10 00:00:00,4:49, truck,22.0,Over Speed,5,2,Cloudy
1038,T Nagar,2022-04-13 00:00:00,15:0,Auto,60.0,Wrong Turn,1,-1,
1048,   Anna Nagar,2022-12-05 00:00:00,8:57,Bus,45.0,signal jump,3,3,
1027,Chromepet,2022-08-14 00:00:00,4:10,Bus,22.0,,4,3,
1064,Adyar,2023-12-08 00:00:00,5:29,Truck,45.0,overspeed,2,1,
1049,Tambaram,2022-06-20 00:00:00,4:1, truck,45.0,signal jump,3,0,Rainy
1090,OMR,2022-02-13 00:00:00,9:63,,15.0,Signal Jump,-1,3,
1009,Perungudi,2022-03-29 00:00:00,2:67,,,Signal Jump,3,1,
1027,Perungudi,2022-03-24 00:00:00,6:38,Truck,17.0,Over Speed,4,0,
1052,   Anna Nagar,2023-06-17 00:00:00,13:10,Car,15.0,,1,1,Clear
1090,   Anna Nagar,2023-10-11 00:00:00,23:66,bus ,120.0,,3,0,RAINY
1057,Perungudi,,9:17,Truck,120.0,Over Speed,1,-1,Clear
1048,Porur,2024-04-05 00:00:00,13:4,CAR,17.0,Wrong Turn,2,2,Rainy
1023,,2024-03-23 00:00:00,,Car,30.0,Signal Jump,4,2,Rainy
1025,T Nagar,2022-04-17 00:00:00,13:61,Bike,17.0,Distracted Driving,2,1,RAINY
1019,Tambaram,2023-01-01 00:00:00,9:58,Bus,120.0,,3,3,Cloudy
1048,Adyar,2023-02-08 00:00:00,8:15,AUTO,120.0,Distracted Driving,1,3,clear
1097,T Nagar,2022-09-12 00:00:00,,Bike,17.0,Signal Jump,3,0,Clear
1076,Perungudi,2024-04-30 00:00:00,22:21,bus ,17.0,signal jump,1,-1,clear
1075,Anna Nagar,2022-02-18 00:00:00,18:66,Bike,60.0,,-1,2,Clear
1093,guindy,2024-04-05 00:00:00,15:59,Bike,17.0,,1,2,Rainy
1030,,2022-02-18 00:00:00,21:4,Car,17.0,,-1,-1,Cloudy
1031,Adyar,2022-02-19 00:00:00,24:47,CAR,22.0,overspeed,4,1,
1028,Velachery,2023-07-17 00:00:00,10:57,Auto,30.0,,5,1,Cloudy
1079,   Anna Nagar,2022-04-20 00:00:00,3:65,,60.0,Drunk Driving,2,3,
1084,Porur,2022-03-03 00:00:00,,bike,45.0,,2,0,Cloudy
1021,Anna Nagar,2024-01-18 00:00:00,20:5,Bike,22.0,,0,1,
1084,Porur,22-04-2024,,bus ,45.0,Signal Jump,2,3,
1099,Perungudi,,14:68,CAR,60.0,overspeed,0,2,
1046,Velachery,2022-07-30 00:00:00,16:37,Bus,120.0,overspeed,-1,1,RAINY
1046,Guindy,2022-03-28 00:00:00,18:64,,17.0,Wrong Turn,3,2,
1045,Chromepet,2022-10-11 00:00:00,6:14,Bus,15.0,,0,-1,clear
1094,Velachery,2022-03-06 00:00:00,22:33,AUTO,22.0,Wrong Turn,1,2,Rainy
1084,Tambaram,2022-05-23 00:00:00,24:3,Auto,22.0,Drunk Driving,2,-1,Rainy
1020,Guindy,2022-02-13 00:00:00,25:50,AUTO,17.0,signal jump,1,3,
1049,OMR,,1:57,Car,30.0,,-1,2,
1033,guindy,2023-08-21 00:00:00,23:9,bike,,Distracted Driving,4,1,clear
1002,Perungudi,2022-10-22 00:00:00,11:26,,15.0,signal jump,-1,2,Cloudy
1097,,2024-03-23 00:00:00,25:20,Bike,45.0,Distracted Driving,3,2,
1097,t nagar,2023-03-29 00:00:00,,,22.0,signal jump,4,3,
1098,Chromepet,2022-08-27 00:00:00,,CAR,60.0,Over Speed,-1,0,clear
1012,,2022-07-20 00:00:00,20:23, truck,30.0,Drunk Driving,4,3,
1082,Velachery,2022-05-19 00:00:00,13:18,bus ,60.0,overspeed,-1,-1,
1077,T Nagar,2023-04-21 00:00:00,11:59,,17.0,Drunk Driving,1,2,
1066,,2022-02-21 00:00:00,17:22,Auto,15.0,Over Speed,2,1,Rainy
1037,OMR,2022-04-14 00:00:00,5:43,Car,15.0,Drunk Driving,-1,-1,Cloudy
1031,Adyar,2023-02-01 00:00:00,,,22.0,Over Speed,3,-1,
1056,Perungudi,2023-11-25 00:00:00,23:48,,22.0,Drunk Driving,0,-1,
1081,Perungudi,30-04-2022,22:3,bike,30.0,Wrong Turn,0,-1,Rainy
1087,T Nagar,2023-10-13 00:00:00,19:17,Truck,45.0,,5,-1,RAINY
1081,OMR,2023-12-18 00:00:00,11:3,Truck,,Wrong Turn,2,-1,Rainy
1055,T Nagar,,19:65,Car,22.0,Distracted Driving,5,1,Cloudy
1097,T Nagar,2022-05-29 00:00:00,17:69,,120.0,signal jump,3,0,Rainy
1074,,2023-11-11 00:00:00,5:69,AUTO,,,3,-1,
1015,Porur,2022-12-14 00:00:00,0:8, truck,17.0,Over Speed,2,2,Rainy
1079,Tambaram,2022-11-16 00:00:00,7:68,Car,30.0,overspeed,1,1,
1080,Guindy,2024-02-11 00:00:00,6:61,bike,120.0,Distracted Driving,2,0,
1038,Tambaram,2024-03-29 00:00:00,9:9,bike,22.0,Distracted Driving,3,2,
1055,Porur,2022-09-14 00:00:00,10:62,Bike,60.0,overspeed,5,1,Clear
1049,VELACHERY,2024-06-19 00:00:00,5:33,Car,22.0,,1,3,Clear
1090,Tambaram,2022-12-04 00:00:00,8:25,bus ,45.0,Over Speed,-1,2,
1002,T Nagar,2022-04-11 00:00:00,20:67,bus ,17.0,,1,2,clear
1070,Perungudi,2023-07-23 00:00:00,12:68, truck,22.0,Over Speed,2,1,
1097,VELACHERY,2022-06-25 00:00:00,23:39,Auto,120.0,Wrong Turn,-1,3,
1005,Porur,2023-11-01 00:00:00,6:41,Bus,60.0,Over Speed,2,1,Cloudy
1072,Anna Nagar,2023-01-05 00:00:00,,bike,120.0,Wrong Turn,5,-1,
1029,T Nagar,,5:2,bike,30.0,signal jump,5,1,Cloudy
1019,,2024-05-21 00:00:00,3:59,Auto,60.0,signal jump,2,-1,Clear
1025,T Nagar,2023-03-16 00:00:00,4:63,Bus,,Over Speed,1,1,RAINY
1015,Perungudi,2023-06-13 00:00:00,,Auto,,Over Speed,4,0,Rainy
1054,T Nagar,2023-09-16 00:00:00,,CAR,45.0,Distracted Driving,1,0,RAINY
1099,OMR,2022-11-01 00:00:00,12:28,Truck,22.0,,2,-1,RAINY
1096,T Nagar,28-01-2024,19:33,CAR,120.0,Over Speed,3,3,clear
1082,Adyar,,13:69,Car,15.0,Drunk Driving,0,-1,Rainy
1056,Guindy,2022-11-07 00:00:00,10:12,,30.0,Drunk Driving,1,1,
1041,guindy,12-02-2023,22:43,,30.0,Wrong Turn,5,1,Cloudy
1090,Tambaram,2022-08-25 00:00:00,19:57, truck,,Drunk Driving,3,-1,Rainy
1026,Anna Nagar,,13:58,CAR,,Over Speed,5,3,Clear
1074,Perungudi,2022-05-19 00:00:00,4:58,Car,,Wrong Turn,-1,0,Cloudy
1008,guindy,2023-02-28 00:00:00,1:52,,120.0,Distracted Driving,5,0,Rainy
1092,t nagar,2022-01-22 00:00:00,15:6,bike,120.0,Distracted Driving,5,2,
1032,Tambaram,2023-06-11 00:00:00,9:69,Bike,30.0,,3,-1,Cloudy
1071,Guindy,2024-06-06 00:00:00,,AUTO,45.0,Distracted Driving,1,1,
1087,,2024-02-10 00:00:00,5:18,,60.0,overspeed,5,2,RAINY
1068,VELACHERY,2022-01-11 00:00:00,25:31,AUTO,,,-1,-1,
1086,OMR,2022-09-03 00:00:00,20:36,Bus,22.0,overspeed,0,-1,Clear
1014,T Nagar,24-08-2022,15:2,Car,,overspeed,2,-1,
1035,T Nagar,2022-10-26 00:00:00,,Truck,45.0,Wrong Turn,-1,2,
1084,Velachery,2023-02-03 00:00:00,10:47,AUTO,60.0,overspeed,3,1,Rainy
1037,T Nagar,2023-08-09 00:00:00,, truck,120.0,Over Speed,3,0,
1062,VELACHERY,26-05-2023,23:12,Auto,15.0,,2,1,clear
1067,Chromepet,09-05-2022,8:59,AUTO,15.0,,1,-1,Rainy
1014,Perungudi,2022-10-21 00:00:00,13:3,,22.0,,3,3,
1037,Velachery,2023-08-12 00:00:00,3:67,CAR,60.0,Distracted Driving,3,2,Cloudy
1057,t nagar,,0:29,Car,60.0,Over Speed,4,0,Clear
1078,t nagar,2023-06-30 00:00:00,3:37,Bus,15.0,Wrong Turn,4,-1,Cloudy
1034,Porur,,12:41,Truck,15.0,Over Speed,1,-1,
1051,Guindy,2023-04-22 00:00:00,15:35,Truck,45.0,overspeed,5,1,Rainy
1050,Perungudi,2022-12-17 00:00:00,15:18,,120.0,Drunk Driving,0,2,Clear
1050,t nagar,2023-05-01 00:00:00,18:25,bus ,120.0,,4,-1,Rainy
1085,T Nagar,01-06-2024,4:68,bus ,30.0,Drunk Driving,2,2,
1014,Adyar,2022-07-10 00:00:00,21:42,Car,15.0,,-1,1,RAINY
1052,VELACHERY,2023-10-29 00:00:00,,bike,45.0,Drunk Driving,4,2,RAINY
1030,Velachery,,,bike,45.0,Drunk Driving,0,0,Rainy
1081,Tambaram,2024-04-17 00:00:00,1:66,bike,15.0,Drunk Driving,5,-1,Clear
1010,VELACHERY,2023-12-08 00:00:00,,Bus,15.0,Drunk Driving,3,1,
1061,T Nagar,2023-08-05 00:00:00,16:49,Truck,17.0,Distracted Driving,2,-1,clear
1023,VELACHERY,2023-03-14 00:00:00,9:9,Bike,22.0,,3,1,clear
1001,Porur,2023-02-11 00:00:00,25:43,Bike,45.0,overspeed,5,3,Cloudy
1028,,2024-02-07 00:00:00,13:18,AUTO,45.0,signal jump,1,-1,clear
1058,t nagar,2023-04-17 00:00:00,22:47,AUTO,30.0,Wrong Turn,3,1,Rainy
1010,Anna Nagar,2023-10-26 00:00:00,18:11,,120.0,signal jump,2,2,
1011,OMR,16-01-2022,3:41,bike,15.0,,-1,-1,
1001,   Anna Nagar,,8:0, truck,,overspeed,4,-1,
1082,T Nagar,2023-12-16 00:00:00,0:41,CAR,15.0,,1,-1,Cloudy
1034,   Anna Nagar,2023-08-11 00:00:00,4:60,CAR,22.0,,1,3,Cloudy
1011,Perungudi,2022-09-04 00:00:00,8:57,Auto,120.0,Signal Jump,3,0,
1046,guindy,,22:30,bike,,Wrong Turn,5,1,Rainy
1074,,2023-05-16 00:00:00,14:19,AUTO,60.0,Drunk Driving,4,0,clear
1036,Velachery,,0:38,,60.0,Distracted Driving,1,0,
1006,,2023-05-03 00:00:00,21:45,,15.0,Over Speed,2,0,Rainy
1063,Chromepet,2023-12-31 00:00:00,23:42,Auto,22.0,Distracted Driving,4,2,Rainy
1060,Velachery,2023-03-07 00:00:00,1:4,Auto,,,4,3,
1003,Guindy,,23:12,AUTO,120.0,Wrong Turn,4,3,Cloudy
1050,t nagar,19-11-2023,2:63,Bus,45.0,,0,2,Rainy
1059,Chromepet,2022-06-05 00:00:00,22:0, truck,15.0,,4,-1,RAINY
1034,Porur,2023-04-10 00:00:00,17:1,CAR,45.0,Over Speed,4,3,
1021,guindy,28-08-2023,,bus ,,Signal Jump,2,-1,
1016,Porur,29-12-2023,, truck,15.0,Signal Jump,3,3,
1018,   Anna Nagar,2024-04-07 00:00:00,,Truck,,Distracted Driving,5,0,clear
1061,,2022-12-06 00:00:00,1:67,Truck,15.0,Signal Jump,4,3,
1054,Chromepet,2022-03-03 00:00:00,15:51,,60.0,Wrong Turn,2,0,Clear
1060,Adyar,,10:41,Truck,22.0,signal jump,5,1,Cloudy
1021,VELACHERY,2023-12-18 00:00:00,11:53,Bike,120.0,Over Speed,0,0,Rainy
1087,Velachery,2022-04-29 00:00:00,1:69,Car,120.0,Wrong Turn,2,1,clear
1083,,2023-04-21 00:00:00,20:13,Auto,45.0,overspeed,3,2,Clear
1071,   Anna Nagar,2023-07-26 00:00:00,4:1,,15.0,Over Speed,2,1,
1016,,08-12-2022,23:22,,30.0,,5,-1,Rainy
1067,VELACHERY,,,Bike,120.0,Distracted Driving,-1,3,
1038,   Anna Nagar,2022-07-17 00:00:00,, truck,30.0,,-1,3,RAINY
1027,Perungudi,2022-03-11 00:00:00,3:14,bus ,17.0,,2,2,
1096,Anna Nagar,2022-10-27 00:00:00,3:36,Truck,45.0,Over Speed,3,2,
1087,   Anna Nagar,2022-05-06 00:00:00,11:38, truck,120.0,signal jump,-1,0,Clear
1098,Guindy,2022-05-15 00:00:00,23:1,AUTO,60.0,Drunk Driving,3,-1,Clear
1089,Porur,,4:40,Truck,120.0,Distracted Driving,0,2,Cloudy
1016,Adyar,2022-07-28 00:00:00,5:6,Truck,30.0,Signal Jump,3,-1,RAINY
1082,,2022-08-02 00:00:00,12:55,bus ,45.0,Drunk Driving,1,0,Rainy
1019,   Anna Nagar,2023-08-30 00:00:00,20:9,bus ,,Signal Jump,5,1,Clear
1096,Porur,2023-07-12 00:00:00,7:25,bus ,60.0,,4,0,RAINY
1050,,2022-05-23 00:00:00,8:35,Auto,22.0,signal jump,3,0,
1088,Guindy,2022-02-16 00:00:00,15:13,CAR,45.0,,5,0,RAINY
1008,Tambaram,2022-05-23 00:00:00,,Bus,17.0,Signal Jump,3,-1,Cloudy
1086,Chromepet,2024-01-02 00:00:00,8:39,AUTO,15.0,,1,-1,
1075,Perungudi,2024-03-08 00:00:00,14:49,,45.0,Drunk Driving,-1,-1,RAINY
1072,Perungudi,2023-06-25 00:00:00,,,22.0,Drunk Driving,2,0,Cloudy
1088,Porur,03-04-2023,,,60.0,Drunk Driving,0,0,Cloudy
1026,,2022-09-29 00:00:00,0:12,,22.0,Drunk Driving,4,2,Cloudy
1080,guindy,2023-05-27 00:00:00,18:60,Car,120.0,Over Speed,-1,3,Rainy
1028,t nagar,2024-02-19 00:00:00,3:21,AUTO,45.0,,3,-1,
1026,   Anna Nagar,13-09-2023,14:6,Bus,17.0,,1,-1,
1094,Adyar,2024-03-26 00:00:00,1:25,Bike,15.0,Signal Jump,4,3,Cloudy
1001,Chromepet,2024-04-13 00:00:00,13:9,CAR,,,-1,2,
1091,Anna Nagar,2023-12-17 00:00:00,15:23,CAR,17.0,Drunk Driving,2,-1,
1002,Chromepet,2023-04-28 00:00:00,20:63,Auto,,Signal Jump,5,0,Rainy
1088,guindy,2024-06-12 00:00:00,16:0,,30.0,Over Speed,5,0,
1060,VELACHERY,2022-05-30 00:00:00,13:7,Truck,,Wrong Turn,2,3,
1051,Perungudi,,15:42,bike,60.0,Over Speed,1,-1,Cloudy
1013,Tambaram,,18:12,Auto,120.0,,4,0,Rainy
1077,t nagar,2022-07-30 00:00:00,,Car,30.0,Drunk Driving,-1,-1,Cloudy
1025,OMR,2024-04-10 00:00:00,24:2,bike,120.0,,0,1,clear
1061,Porur,2022-01-14 00:00:00,5:33,Truck,30.0,Drunk Driving,2,1,
1040,Guindy,2022-10-30 00:00:00,16:51,Truck,,Drunk Driving,1,3,Cloudy
1006,Tambaram,2023-11-13 00:00:00,3:14,Car,30.0,Drunk Driving,3,1,Cloudy
1037,VELACHERY,2023-12-26 00:00:00,14:50,,120.0,,4,2,clear
1081,Adyar,2022-09-14 00:00:00,6:55,Bike,,Wrong Turn,5,2,RAINY
1070,Perungudi,2023-07-28 00:00:00,21:29,bike,120.0,Signal Jump,-1,3,
1038,Velachery,01-04-2022,22:51,Bus,15.0,Distracted Driving,5,1,RAINY
1094,,,23:48,bus ,30.0,Signal Jump,5,1,Cloudy
1002,t nagar,2024-03-13 00:00:00,4:42,,22.0,Signal Jump,4,1,Cloudy
1036,Adyar,,20:40,AUTO,45.0,Distracted Driving,0,2,Cloudy
1074,,2022-12-09 00:00:00,6:56,Truck,22.0,Distracted Driving,2,0,
1056,Velachery,,1:0,bus ,17.0,,5,-1,
1025,,2022-01-06 00:00:00,6:22,Bike,60.0,overspeed,0,3,RAINY
1082,   Anna Nagar,2023-04-05 00:00:00,,Auto,17.0,Distracted Driving,5,-1,Cloudy
1096,Velachery,2023-06-03 00:00:00,22:6,,,Drunk Driving,5,2,clear
1058,,2024-01-11 00:00:00,21:41,,15.0,Over Speed,1,-1,RAINY
1016,Perungudi,2023-12-11 00:00:00,11:61,,30.0,Drunk Driving,5,2,Clear
1086,guindy,2022-04-07 00:00:00,11:10,Truck,120.0,,-1,3,clear
1040,VELACHERY,2024-05-23 00:00:00,21:14,bike,15.0,Drunk Driving,1,2,RAINY
1095,   Anna Nagar,2022-12-13 00:00:00,25:39,Bike,120.0,Wrong Turn,1,-1,Cloudy
1038,T Nagar,2022-06-09 00:00:00,17:47,Car,17.0,Drunk Driving,1,-1,clear
1004,Porur,2022-05-28 00:00:00,25:33,AUTO,,Distracted Driving,0,3,
1023,Anna Nagar,2023-05-26 00:00:00,8:32,,120.0,Over Speed,2,3,
1058,Perungudi,2023-07-03 00:00:00,17:67,bus ,17.0,Distracted Driving,1,0,clear
1039,Velachery,2024-03-18 00:00:00,0:9,,30.0,Wrong Turn,0,0,
1000,T Nagar,2022-08-13 00:00:00,14:41,AUTO,22.0,,-1,3,
1038,   Anna Nagar,2022-08-01 00:00:00,16:69,AUTO,17.0,Signal Jump,4,0,
1078,t nagar,2022-08-09 00:00:00,19:21,Bike,30.0,,3,2,
1073,t nagar,2022-09-18 00:00:00,9:6,bike,17.0,Wrong Turn,0,2,Clear
1026,T Nagar,,21:1,Bike,60.0,Distracted Driving,1,-1,Clear
1081,Porur,2024-01-30 00:00:00,14:47,AUTO,22.0,Distracted Driving,-1,0,Cloudy
1005,Chromepet,2022-10-19 00:00:00,24:44,Car,120.0,,3,-1,RAINY
1001,Tambaram,,12:20,,22.0,Signal Jump,5,0,Cloudy
1012,Porur,2023-07-04 00:00:00,1:61, truck,120.0,,2,-1,Cloudy
1099,OMR,22-12-2023,12:36,Car,22.0,Distracted Driving,1,-1,Cloudy
1086,t nagar,2023-09-04 00:00:00,,bus ,60.0,Distracted Driving,0,1,
1000,,08-01-2022,9:27,Auto,,overspeed,5,2,
1071,Anna Nagar,2022-11-03 00:00:00,10:36,Truck,60.0,signal jump,-1,1,RAINY
1000,Porur,2024-04-26 00:00:00,1:1,Truck,,signal jump,-1,1,clear
1058,Adyar,2024-01-07 00:00:00,14:55,Bike,15.0,,2,3,Clear
1026,Guindy,,16:60,AUTO,60.0,Distracted Driving,4,2,
1019,   Anna Nagar,2023-11-07 00:00:00,2:58,AUTO,60.0,,3,3,RAINY
1082,guindy,01-03-2023,,AUTO,22.0,overspeed,1,1,Rainy
1071,   Anna Nagar,2023-08-02 00:00:00,25:56,Auto,60.0,Over Speed,0,-1,Clear
1005,Adyar,2024-04-18 00:00:00,,CAR,30.0,,0,3,Rainy
1029,Velachery,2022-09-25 00:00:00,12:37,CAR,17.0,Over Speed,4,1,Rainy
1001,t nagar,2023-03-28 00:00:00,23:25,CAR,,Signal Jump,3,2,
1061,Porur,2024-05-25 00:00:00,15:38, truck,22.0,,5,3,
1028,VELACHERY,2023-02-24 00:00:00,21:38,Truck,15.0,overspeed,4,2,Cloudy
1006,T Nagar,2023-01-27 00:00:00,,bike,15.0,Over Speed,1,-1,
1085,Anna Nagar,2023-08-23 00:00:00,9:18,bus ,30.0,Distracted Driving,2,0,Clear
1087,,2023-11-02 00:00:00,25:3,Bike,45.0,Signal Jump,4,-1,
1091,guindy,2022-05-06 00:00:00,22:30,,30.0,Drunk Driving,3,0,Cloudy
1003,,2023-11-17 00:00:00,8:35, truck,17.0,Wrong Turn,1,-1,
1006,Guindy,2024-03-16 00:00:00,8:3,,,Over Speed,5,-1,Cloudy
1098,Tambaram,2022-02-25 00:00:00,5:33,AUTO,,Distracted Driving,2,0,Clear
1091,Perungudi,2022-02-02 00:00:00,12:66,Car,120.0,,-1,1,clear
1054,Velachery,2022-07-06 00:00:00,8:4,Bus,45.0,Over Speed,5,1,Cloudy
1008,t nagar,2023-02-14 00:00:00,15:13,Truck,60.0,Signal Jump,0,-1,clear
1072,Chromepet,2022-03-14 00:00:00,25:38,bike,120.0,Distracted Driving,4,2,
1010,OMR,,,Car,,,1,1,
1057,Anna Nagar,2024-05-31 00:00:00,,CAR,45.0,overspeed,2,2,RAINY
1084,,2024-04-16 00:00:00,1:57,Car,45.0,,4,3,Cloudy
1004,Chromepet,2022-05-21 00:00:00,0:40,Bike,17.0,Drunk Driving,2,1,
1087,guindy,,25:7,Bus,22.0,Wrong Turn,3,1,RAINY
1065,OMR,2022-04-10 00:00:00,18:54,Bike,,,0,2,
1007,Velachery,2023-04-21 00:00:00,14:34,,60.0,Distracted Driving,4,1,
1072,Chromepet,2022-06-30 00:00:00,9:32,CAR,15.0,Signal Jump,2,2,
1043,Chromepet,2023-03-29 00:00:00,12:13,AUTO,30.0,,1,2,clear
1048,T Nagar,2022-10-01 00:00:00,,,30.0,,4,-1,
1088,Chromepet,2023-08-21 00:00:00,0:8,,45.0,Over Speed,3,3,Clear
1042,t nagar,22-10-2022,18:43,bus ,17.0,Drunk Driving,3,3,Clear
1021,Guindy,,1:56,bike,22.0,Over Speed,0,1,Rainy
1087,OMR,2024-04-14 00:00:00,,CAR,45.0,signal jump,2,-1,clear
1018,T Nagar,2024-03-02 00:00:00,16:9,AUTO,60.0,signal jump,-1,0,
1019,VELACHERY,2023-05-12 00:00:00,,Bike,45.0,overspeed,3,2,Rainy
1078,Perungudi,21-04-2024,6:8,Auto,30.0,signal jump,-1,2,Rainy
1099,OMR,,9:14,,15.0,Over Speed,0,2,
1032,Perungudi,2022-10-26 00:00:00,,bus ,60.0,Distracted Driving,3,2,RAINY
1023,Chromepet,2023-03-17 00:00:00,10:2,,15.0,Distracted Driving,3,0,Clear
1087,guindy,2022-02-23 00:00:00,2:51,Bike,60.0,overspeed,2,3,
1047,Chromepet,2024-03-13 00:00:00,10:45,Bike,22.0,,1,1,
1056,Porur,2022-08-22 00:00:00,,bus ,15.0,overspeed,3,1,Clear
1047,Guindy,2022-02-19 00:00:00,25:56,bike,60.0,,5,-1,Rainy
1034,OMR,2023-03-21 00:00:00,5:48,,17.0,Distracted Driving,1,1,Clear
1096,Velachery,2022-06-19 00:00:00,6:34,,,Signal Jump,3,0,
1099,OMR,19-04-2024,17:65,,120.0,overspeed,4,2,Cloudy
1017,VELACHERY,2022-01-03 00:00:00,5:4,Bike,30.0,Over Speed,-1,1,Cloudy
1096,,2024-01-19 00:00:00,13:17,,120.0,Drunk Driving,2,3,Cloudy
1096,,2024-03-18 00:00:00,,Car,,overspeed,0,3,
1018,Perungudi,2023-01-28 00:00:00,24:66,Bike,15.0,Over Speed,1,1,clear
1068,,2023-01-04 00:00:00,19:50,bus ,22.0,overspeed,1,0,Cloudy
1002,Velachery,2022-07-18 00:00:00,5:62,,17.0,,-1,-1,RAINY
1015,Tambaram,2024-01-25 00:00:00,7:6,,15.0,Over Speed,5,1,Cloudy
1041,Guindy,2022-04-14 00:00:00,21:66,bus ,22.0,Signal Jump,3,-1,Cloudy
1071,Chromepet,,0:0,Bus,120.0,Distracted Driving,3,3,clear
1097,Adyar,2024-05-09 00:00:00,19:38,AUTO,30.0,,0,-1,Clear
1051,,2022-04-12 00:00:00,,bus ,30.0,signal jump,4,-1,clear
1069,Adyar,22-04-2023,12:43,,22.0,Drunk Driving,4,-1,clear
1036,T Nagar,2023-01-08 00:00:00,23:2,AUTO,,Distracted Driving,1,0,Cloudy
1074,Anna Nagar,2023-07-23 00:00:00,, truck,17.0,,3,0,Clear
1028,Velachery,2022-11-12 00:00:00,6:44,bike,60.0,Wrong Turn,4,2,RAINY
1081,,2024-01-11 00:00:00,12:0,,15.0,Over Speed,2,2,clear
1055,Adyar,2022-07-02 00:00:00,15:6,,120.0,Drunk Driving,1,0,Rainy
1072,Tambaram,2022-12-12 00:00:00,19:19, truck,17.0,Over Speed,3,-1,clear
1006,Tambaram,2022-11-09 00:00:00,15:30,Bus,15.0,Over Speed,2,1,RAINY
1016,Tambaram,,13:49,Auto,22.0,Over Speed,5,0,
1020,,,15:49,Bike,120.0,Wrong Turn,3,-1,Cloudy
1003,,2024-01-01 00:00:00,22:15,AUTO,60.0,Over Speed,0,-1,
1048,,2023-05-16 00:00:00,11:21,Bike,17.0,Drunk Driving,1,1,clear
1076,T Nagar,2023-07-15 00:00:00,6:32,Car,120.0,Wrong Turn,0,-1,
1076,   Anna Nagar,2024-05-25 00:00:00,16:56,CAR,30.0,Drunk Driving,-1,-1,Clear
1058,Anna Nagar,2022-02-23 00:00:00,24:1,bike,120.0,,4,1,
1065,Porur,2023-04-08 00:00:00,,Bus,60.0,Wrong Turn,3,-1,clear
1082,Adyar,,7:60,Bike,60.0,overspeed,0,3,Rainy
1023,Guindy,,2:21,,15.0,Distracted Driving,5,3,Rainy
1024,Chromepet,25-01-2022,7:10,Car,30.0,Wrong Turn,-1,0,Cloudy
1072,Perungudi,26-11-2022,12:54,bus ,45.0,Distracted Driving,3,2,
1054,Guindy,,10:53,Truck,30.0,overspeed,2,-1,
1080,Adyar,2022-09-14 00:00:00,25:13,Car,17.0,Drunk Driving,4,3,clear
1021,Chromepet,2022-08-15 00:00:00,1:42,Car,45.0,Distracted Driving,1,2,
1054,,,9:47,Auto,,,4,1,
1019,T Nagar,2022-07-28 00:00:00,12:2,Car,120.0,overspeed,1,2,RAINY
